1.0000000000,-0.0136600221,-0.0171451523,-0.0217553210,-0.0023876140,-0.0095112746,-0.0079583480,0.0161530969,0.0137063705,0.0277595357,-0.0162101093,0.0057638077,0.0427324471,0.0185341697,-0.0176967020,-0.0141207720,-0.0176544856,-0.0033832055,-0.0301072303,0.0131550439,0.0349340059,0.0343759278,0.0334520493,0.0015047814,-0.0013972508,-0.0027676909,0.0413162272,0.0037114965,0.0284817059,0.0036184066,-0.0172927130,-0.0197219064,0.0245475051,-0.0355426316,-0.0102049195,0.0024171880,0.0120489535,-0.0027588913,0.0005828383,0.0109741942,0.0051072811,-0.0137366797,-0.0035372352,-0.0045164702,0.0011897530,-0.0372448776,-0.0155050490,0.0023147275,-0.0231339734,0.0224890403,-0.0130748435,0.0108581625,0.0097480935,0.0102818972,-0.0065199137,0.0137681076,0.0117373227,0.0242822068,0.0350645632,-0.0116658406,0.0438635885,-0.0101711650,-0.0015591175,-0.0139057935
2.0000000000,-0.0461661626,-0.0292372383,-0.0328902658,-0.0008637947,-0.0313575997,-0.0240824011,-0.0015902535,-0.0620283906,0.0177560044,0.0399688811,0.0272090621,-0.0136798003,0.0561691177,-0.0063240354,-0.0330287196,0.0283457407,0.0040391115,0.0094990172,-0.0235224736,0.0526534264,0.0033130543,0.0340442323,-0.0105090373,-0.0370749763,-0.0080918663,-0.0001485935,-0.0007298589,0.0303866088,0.0028833351,0.0266960630,0.0122003805,0.0118430955,0.0190977549,-0.0032641316,-0.0307232125,-0.0209667013,0.0395526435,-0.0002519981,-0.0356539812,0.0240772810,-0.0158367147,-0.0179320321,-0.0393349280,-0.0298378306,-0.0041705640,0.0141792241,-0.0058162047,0.0303006785,0.0075552965,-0.0155113611,-0.0096910114,0.0080424055,0.0140906089,0.0117025941,0.0167118477,-0.0559377283,0.0108770617,0.0189107366,-0.0087094321,0.0296947699,-0.0047924550,0.0350639206,-0.0132864454
3.0000000000,-0.0192614771,0.0150466786,-0.0284706088,0.0090943983,-0.0139077573,0.0240315453,0.0012483152,-0.0214500776,0.0084049514,0.0151961527,0.0012039130,-0.0053341255,-0.0048496482,-0.0032101922,-0.0104078331,0.0074849559,0.0072609389,-0.0037160259,-0.0001798467,0.0148732008,0.0170567339,0.0110830987,0.0150477553,0.0081013328,-0.0050839116,0.0010520908,-0.0124419753,0.0079374666,-0.0024208039,-0.0105072197,0.0001643603,0.0037589668,-0.0168125443,-0.0197141162,0.0016157631,0.0002817289,0.0063994099,0.0098342678,-0.0131824836,0.0207384108,0.0050124123,-0.0014051162,-0.0008700368,0.0013567430,0.0037488177,-0.0000016754,0.0142143983,-0.0103272397,-0.0218662805,0.0050737547,-0.0015813658,0.0283140581,-0.0049819755,0.0223293858,0.0085799402,-0.0189197962,0.0160479254,-0.0156282392,-0.0049055248,0.0086613258,0.0104291421,-0.0140365685,-0.0145254285
4.0000000000,-0.0172358210,0.0037793994,-0.0277841147,-0.0028257526,-0.0106455227,0.0013838567,0.0155702114,-0.0241817157,0.0046427721,0.0196643676,0.0350442414,-0.0002127349,0.0170194331,-0.0265286711,0.0067108936,-0.0012528341,0.0033813389,-0.0026467070,0.0018194076,0.0372127698,0.0058695122,0.0202683744,0.0037768462,-0.0183700312,-0.0158051769,0.0189379760,0.0074378141,0.0051872138,0.0001058669,0.0263662431,-0.0215090682,0.0045219368,-0.0055594725,-0.0136300509,-0.0007678987,0.0042109436,0.0191816753,-0.0029105952,0.0054850490,0.0109682725,0.0077046432,-0.0191988440,0.0105408701,-0.0042506978,-0.0333378760,0.0170064571,0.0160571750,-0.0208516851,0.0222055398,-0.0149543938,-0.0156122292,0.0054432008,0.0231074996,0.0167033736,0.0305496302,-0.0219817409,0.0270458642,-0.0058594550,-0.0111004862,0.0144285725,-0.0162275329,0.0108393266,0.0114292326
5.0000000000,-0.0233995826,0.0031154924,0.0115916395,-0.0171927547,-0.0218839458,-0.0025816739,0.0033846259,-0.0526792063,0.0117138257,0.0165427846,0.0071264558,0.0244311007,0.0220508075,-0.0023172142,-0.0158750331,-0.0095023158,0.0049617621,-0.0024914323,0.0044721201,0.0304073136,-0.0055562197,-0.0140609313,0.0142223321,-0.0123907749,0.0080965685,0.0236402740,-0.0087263089,0.0173215605,-0.0112927156,-0.0027311345,-0.0179686587,0.0138611147,-0.0070251468,0.0062679811,-0.0167790803,0.0116870200,0.0215529867,0.0045814577,0.0086281255,0.0173244684,0.0130998891,0.0075032708,-0.0081351100,0.0178154018,-0.0387946790,-0.0044995445,0.0082106641,0.0057363588,0.0313875362,-0.0177697223,-0.0183125377,0.0148688718,0.0271452306,0.0167376720,0.0031809545,-0.0225289203,0.0070223991,0.0062567087,-0.0022161991,0.0211798972,-0.0153665327,0.0040776520,0.0057038700
6.0000000000,-0.0173119647,0.0026813912,-0.0250365531,0.0086761686,-0.0199550578,0.0163680933,-0.0038309350,-0.0092126916,0.0183972497,-0.0079141530,0.0198598946,0.0068956552,0.0230510690,-0.0176984379,0.0051367690,-0.0034380935,-0.0195437113,0.0115838309,0.0001526556,0.0090092662,-0.0002982026,0.0295066424,0.0236879224,-0.0074685500,-0.0070971379,0.0097182499,0.0111754229,0.0116173129,0.0097018534,0.0337698262,-0.0227803848,-0.0075315184,-0.0453676780,-0.0062992478,0.0020575516,0.0096246606,0.0158324728,0.0083882794,0.0187496192,-0.0028996500,-0.0084850036,-0.0006398878,0.0023012472,-0.0204813863,-0.0149019311,-0.0006724748,0.0099692735,-0.0200837541,-0.0044350403,-0.0070405524,-0.0208879802,0.0180179421,0.0322755040,0.0048102554,-0.0001515131,-0.0180524039,0.0101146015,0.0017106951,0.0121936028,-0.0108563466,-0.0268186189,0.0104233987,-0.0294823649
7.0000000000,-0.0137535669,0.0132803041,-0.0291656942,0.0068103050,-0.0141756895,0.0046236476,0.0326047268,-0.0367669203,-0.0021954789,0.0025358786,0.0150599512,0.0144787330,0.0301315377,-0.0154060180,-0.0115637758,0.0003866056,0.0056542738,0.0066172569,0.0111322952,0.0135678412,0.0289955998,-0.0084113708,-0.0258887581,-0.0044038983,0.0267542334,0.0090661262,0.0094375844,0.0026269764,-0.0028976132,0.0184556823,-0.0106038087,0.0177819522,0.0159468627,0.0080539655,0.0214805836,0.0033323348,0.0120345721,-0.0081010266,-0.0196577034,0.0414107069,0.0026870357,-0.0367406214,0.0123405920,-0.0252161538,-0.0194954095,-0.0113934789,-0.0247727232,0.0089446926,0.0119816233,-0.0045542239,-0.0153965823,-0.0062225912,0.0164817322,0.0244293172,0.0035020603,-0.0234485295,-0.0017117359,-0.0107495179,0.0045330214,0.0181567688,-0.0141077430,0.0183429588,-0.0115855627
8.0000000000,-0.0041648886,-0.0038970901,-0.0055680568,-0.0085029853,0.0044632273,0.0136628919,-0.0237270415,0.0063853864,0.0313500887,0.0025893681,0.0030721316,-0.0089722300,0.0100596517,-0.0164808998,0.0242407290,0.0097283779,-0.0144628083,-0.0023281360,-0.0244368983,-0.0118776463,-0.0149217225,-0.0014974798,0.0190022630,-0.0137533490,0.0210561969,0.0345738945,0.0011111601,0.0272004128,-0.0075923318,0.0203966220,-0.0019750273,-0.0095656483,0.0003101684,0.0092160576,0.0073646427,0.0131986937,0.0152105640,0.0086910797,-0.0016455776,0.0114564021,-0.0083981718,-0.0306442725,0.0021692694,-0.0105738496,0.0374827463,-0.0135526392,-0.0332883728,-0.0262556380,0.0243965155,-0.0250107122,-0.0089963933,-0.0036457695,0.0187537666,-0.0170731336,0.0152110979,-0.0071941211,0.0060895373,-0.0072931525,-0.0038618972,-0.0064588229,-0.0065840876,0.0076019724,0.0004920946
9.0000000000,-0.0007025455,-0.0510674349,-0.0178419179,-0.0171541935,-0.0163185394,0.0311173353,0.0104639368,-0.0154867256,0.0067757853,-0.0097481171,0.0130080833,0.0237057426,-0.0036115268,0.0076188843,0.0129866642,-0.0087233124,-0.0071677617,-0.0080004912,0.0169244858,0.0349473017,-0.0036317185,0.0246373703,-0.0029358171,-0.0318953589,0.0093570751,0.0369199925,-0.0147320247,0.0564818106,-0.0021887711,-0.0003044985,-0.0101918252,-0.0000245281,-0.0106584535,0.0029208413,0.0001596598,-0.0074917228,-0.0198542222,0.0196939200,-0.0028942882,0.0092127408,-0.0032447690,-0.0211255605,-0.0087423815,-0.0234022009,-0.0235487031,-0.0004835107,-0.0151420102,0.0416880731,0.0080151372,0.0124720896,-0.0066619137,-0.0032404575,0.0419583518,-0.0366500495,-0.0032484648,-0.0331388328,-0.0167594883,-0.0092962912,-0.0316884553,0.0327636695,0.0084902707,0.0444160430,-0.0141585224
10.0000000000,-0.0095403342,-0.0038987850,-0.0100508239,-0.0155107429,-0.0059706899,0.0187621035,-0.0043017005,-0.0317197379,0.0125816143,-0.0031483276,-0.0028673443,-0.0189750837,0.0106717656,0.0081061849,0.0074637473,-0.0134875802,0.0053478429,-0.0068008586,0.0070682513,0.0299972921,-0.0049115576,0.0157094593,0.0053475050,-0.0091761572,-0.0043093593,0.0168619534,-0.0047497774,-0.0090740723,-0.0004781440,0.0072010608,-0.0069463857,-0.0074538218,-0.0239770622,-0.0067171307,0.0078855154,0.0082007241,0.0008894320,0.0024336495,0.0093129875,0.0297459163,0.0142119377,0.0126169279,-0.0068449219,0.0025097554,-0.0093834890,0.0044218669,0.0182831280,0.0004739937,0.0127384831,-0.0080251396,-0.0032364881,0.0130983030,0.0110476444,0.0085375765,0.0009235000,-0.0100682778,-0.0054550113,0.0056765825,0.0031328116,0.0081060005,-0.0211032093,0.0265079411,0.0009287923
